Subj ROI1 ROI2 Y
SBJ17 L_Amygdala R_Fusiform 0.110748258517
SBJ01 L_Bank_STS R_Fusiform 0.026454203979
SBJ02 L_Bank_STS R_Fusiform 0.088734033401
SBJ03 L_Bank_STS R_Fusiform 0.079837402156
SBJ04 L_Bank_STS R_Fusiform -0.043996815812
SBJ05 L_Bank_STS R_Fusiform -0.205700971936
SBJ06 L_Bank_STS R_Fusiform -0.20985272629
SBJ07 L_Bank_STS R_Fusiform -0.188180094907
SBJ09 L_Bank_STS R_Fusiform 0.675537636857
SBJ10 L_Bank_STS R_Fusiform 0.151269497697
SBJ11 L_Bank_STS R_Fusiform 0.436402407719
SBJ12 L_Bank_STS R_Fusiform -0.5690604277
SBJ13 L_Bank_STS R_Fusiform -0.085503130761
SBJ14 L_Bank_STS R_Fusiform -0.226237038291
SBJ15 L_Bank_STS R_Fusiform 0.085708729867
SBJ16 L_Bank_STS R_Fusiform -0.095944600374
SBJ17 L_Bank_STS R_Fusiform 0.030500165776
SBJ01 R_Amygdala R_Fusiform -0.00292643341200005
SBJ02 R_Amygdala R_Fusiform 0.017617915159
SBJ03 R_Amygdala R_Fusiform 0.08926657608
SBJ04 R_Amygdala R_Fusiform 0.1248245544
SBJ05 R_Amygdala R_Fusiform 0.468858733287
SBJ06 R_Amygdala R_Fusiform -0.038650555625
SBJ07 R_Amygdala R_Fusiform 0.020803317513
SBJ09 R_Amygdala R_Fusiform 0.155137868298
SBJ10 R_Amygdala R_Fusiform 0.302744476046
SBJ11 R_Amygdala R_Fusiform 0.220168847067
SBJ12 R_Amygdala R_Fusiform 0.111530623244
SBJ13 R_Amygdala R_Fusiform 0.056990942432
SBJ14 R_Amygdala R_Fusiform 0.049043429204
SBJ15 R_Amygdala R_Fusiform 0.00174914093599998
SBJ16 R_Amygdala R_Fusiform 0.11512035424
SBJ17 R_Amygdala R_Fusiform 0.148205058347
SBJ01 rpSTS_gray9 R_Fusiform 0.201942403441
SBJ02 rpSTS_gray9 R_Fusiform 0.025278651719
SBJ03 rpSTS_gray9 R_Fusiform 0.066944506778
SBJ04 rpSTS_gray9 R_Fusiform 0.088763710187
SBJ05 rpSTS_gray9 R_Fusiform 0.115679850835
SBJ06 rpSTS_gray9 R_Fusiform -0.072593456466
SBJ07 rpSTS_gray9 R_Fusiform -0.036088918971
SBJ09 rpSTS_gray9 R_Fusiform 0.602057078456
SBJ10 rpSTS_gray9 R_Fusiform 0.424613016966
SBJ11 rpSTS_gray9 R_Fusiform 0.721557640406
SBJ12 rpSTS_gray9 R_Fusiform 0.335455715981
SBJ13 rpSTS_gray9 R_Fusiform -0.103475619821
SBJ14 rpSTS_gray9 R_Fusiform -0.191154513185
SBJ15 rpSTS_gray9 R_Fusiform 0.0522319566
SBJ16 rpSTS_gray9 R_Fusiform -0.028070909717
SBJ17 rpSTS_gray9 R_Fusiform 0.177867006713
SBJ01 L_Amygdala R_LatOccipital 0.096220357959
SBJ02 L_Amygdala R_LatOccipital 0.294495346254
SBJ03 L_Amygdala R_LatOccipital -0.158050561685
SBJ04 L_Amygdala R_LatOccipital 0.150759200588
SBJ05 L_Amygdala R_LatOccipital 0.246715125517
SBJ06 L_Amygdala R_LatOccipital -0.280741087815
SBJ07 L_Amygdala R_LatOccipital -0.221029220733
SBJ09 L_Amygdala R_LatOccipital -0.036244036082
SBJ10 L_Amygdala R_LatOccipital -0.152035809943
SBJ11 L_Amygdala R_LatOccipital 0.327373354088
SBJ12 L_Amygdala R_LatOccipital -0.121301735785
SBJ13 L_Amygdala R_LatOccipital 0.212545039789
SBJ14 L_Amygdala R_LatOccipital 0.201916221163
SBJ15 L_Amygdala R_LatOccipital 0.129035726442
SBJ16 L_Amygdala R_LatOccipital -0.173783966894
SBJ17 L_Amygdala R_LatOccipital 0.318378441177
SBJ01 L_Bank_STS R_LatOccipital 0.009738393337
SBJ02 L_Bank_STS R_LatOccipital -0.023468726962
SBJ03 L_Bank_STS R_LatOccipital 0.192878324248
SBJ04 L_Bank_STS R_LatOccipital -0.120153169013
SBJ05 L_Bank_STS R_LatOccipital 0.0206797133
SBJ06 L_Bank_STS R_LatOccipital 0.316713192998
SBJ07 L_Bank_STS R_LatOccipital 0.012423533476
SBJ09 L_Bank_STS R_LatOccipital 0.469677812388
SBJ10 L_Bank_STS R_LatOccipital -0.211502647117
SBJ11 L_Bank_STS R_LatOccipital 0.370340490503
SBJ12 L_Bank_STS R_LatOccipital -0.356315026265
SBJ13 L_Bank_STS R_LatOccipital -0.027657328137
SBJ14 L_Bank_STS R_LatOccipital 0.342056900348
SBJ15 L_Bank_STS R_LatOccipital 0.250855711576
SBJ16 L_Bank_STS R_LatOccipital -0.659045967392
SBJ17 L_Bank_STS R_LatOccipital 0.167644052774
SBJ01 L_Fusiform R_LatOccipital 0.218670284794
SBJ02 L_Fusiform R_LatOccipital -0.134433030986
SBJ03 L_Fusiform R_LatOccipital -0.208593233148
SBJ04 L_Fusiform R_LatOccipital 0.312557719606
SBJ05 L_Fusiform R_LatOccipital 0.0586008286440001
SBJ06 L_Fusiform R_LatOccipital 0.017530596692
SBJ07 L_Fusiform R_LatOccipital 0.342297576142
SBJ09 L_Fusiform R_LatOccipital 0.436336632545
SBJ10 L_Fusiform R_LatOccipital 0.478802268507
SBJ11 L_Fusiform R_LatOccipital 0.424339448406
SBJ12 L_Fusiform R_LatOccipital -0.289709625286
SBJ13 L_Fusiform R_LatOccipital 0.169835440671
SBJ14 L_Fusiform R_LatOccipital 0.355846128442
SBJ15 L_Fusiform R_LatOccipital 0.278364988716
SBJ16 L_Fusiform R_LatOccipital -0.181631306964
SBJ17 L_Fusiform R_LatOccipital -0.118718089988
SBJ01 R_Amygdala R_LatOccipital 0.1457993071
SBJ02 R_Amygdala R_LatOccipital 0.12498613063
SBJ03 R_Amygdala R_LatOccipital -0.188215304181
SBJ04 R_Amygdala R_LatOccipital 0.35948226195
SBJ05 R_Amygdala R_LatOccipital 0.429741422972
SBJ06 R_Amygdala R_LatOccipital -0.096984728467
SBJ07 R_Amygdala R_LatOccipital -0.207971693039
SBJ09 R_Amygdala R_LatOccipital 0.111474025554
SBJ10 R_Amygdala R_LatOccipital 0.250029567354
SBJ11 R_Amygdala R_LatOccipital 0.383436302474
SBJ12 R_Amygdala R_LatOccipital -0.105450776361
SBJ13 R_Amygdala R_LatOccipital 0.144140066842
SBJ14 R_Amygdala R_LatOccipital 0.21858796161
SBJ15 R_Amygdala R_LatOccipital 0.16965020896
SBJ16 R_Amygdala R_LatOccipital -0.066536790565
SBJ17 R_Amygdala R_LatOccipital 0.428606325477
SBJ01 R_Fusiform R_LatOccipital 0.349608131772
SBJ02 R_Fusiform R_LatOccipital -0.207923649731
SBJ03 R_Fusiform R_LatOccipital -0.237502642769
SBJ04 R_Fusiform R_LatOccipital 0.068432615706
SBJ05 R_Fusiform R_LatOccipital 0.0727879488280001
SBJ06 R_Fusiform R_LatOccipital 0.105844572824
SBJ07 R_Fusiform R_LatOccipital 0.360799289318
SBJ09 R_Fusiform R_LatOccipital 0.173600750396
SBJ10 R_Fusiform R_LatOccipital 0.589364234721
SBJ11 R_Fusiform R_LatOccipital 0.425242731111
SBJ12 R_Fusiform R_LatOccipital -0.224633783641
SBJ13 R_Fusiform R_LatOccipital 0.3792684951
SBJ14 R_Fusiform R_LatOccipital 0.744539545162
SBJ15 R_Fusiform R_LatOccipital 0.217741317843
SBJ16 R_Fusiform R_LatOccipital -0.098871909215
SBJ17 R_Fusiform R_LatOccipital 0.0969819094309999
SBJ01 rpSTS_gray9 R_LatOccipital 0.290382237746
SBJ02 rpSTS_gray9 R_LatOccipital -0.083841679393
SBJ03 rpSTS_gray9 R_LatOccipital 0.256578688847
SBJ04 rpSTS_gray9 R_LatOccipital -0.303932317014
SBJ05 rpSTS_gray9 R_LatOccipital 0.075546031828
SBJ06 rpSTS_gray9 R_LatOccipital -0.291856529412
SBJ07 rpSTS_gray9 R_LatOccipital 0.11309080476
SBJ09 rpSTS_gray9 R_LatOccipital 0.54742508212
SBJ10 rpSTS_gray9 R_LatOccipital 0.009432579614
SBJ11 rpSTS_gray9 R_LatOccipital 0.660567625185
SBJ12 rpSTS_gray9 R_LatOccipital 0.415092163077
SBJ13 rpSTS_gray9 R_LatOccipital 0.05503436619
SBJ14 rpSTS_gray9 R_LatOccipital 0.177100030948
SBJ15 rpSTS_gray9 R_LatOccipital 0.244319929276
SBJ16 rpSTS_gray9 R_LatOccipital -0.373232714269
SBJ17 rpSTS_gray9 R_LatOccipital 0.273751410913
SBJ01 L_Amygdala rhKnobDrawn_gray 0.07184801096
SBJ02 L_Amygdala rhKnobDrawn_gray 0.00696650823
SBJ03 L_Amygdala rhKnobDrawn_gray 0.236827708827
SBJ04 L_Amygdala rhKnobDrawn_gray -0.123605718465
SBJ05 L_Amygdala rhKnobDrawn_gray 0.251013686826
SBJ06 L_Amygdala rhKnobDrawn_gray -0.38016329487
SBJ07 L_Amygdala rhKnobDrawn_gray 0.138532778067
SBJ09 L_Amygdala rhKnobDrawn_gray -0.316293241995
SBJ10 L_Amygdala rhKnobDrawn_gray -0.130110709226
SBJ11 L_Amygdala rhKnobDrawn_gray 0.570353701491
SBJ12 L_Amygdala rhKnobDrawn_gray -0.058091671781
SBJ13 L_Amygdala rhKnobDrawn_gray 0.230749768793
SBJ14 L_Amygdala rhKnobDrawn_gray 0.065576620346
SBJ15 L_Amygdala rhKnobDrawn_gray 0.28163445326
SBJ16 L_Amygdala rhKnobDrawn_gray -0.382545778304
SBJ17 L_Amygdala rhKnobDrawn_gray -0.006909628446
SBJ01 L_Bank_STS rhKnobDrawn_gray 0.142726883609
SBJ02 L_Bank_STS rhKnobDrawn_gray -0.00785456010499996
SBJ03 L_Bank_STS rhKnobDrawn_gray -0.055368580348
SBJ04 L_Bank_STS rhKnobDrawn_gray -0.092226364028
SBJ05 L_Bank_STS rhKnobDrawn_gray 0.038606259815
SBJ06 L_Bank_STS rhKnobDrawn_gray 0.083259037056
SBJ07 L_Bank_STS rhKnobDrawn_gray -0.158923639542
SBJ09 L_Bank_STS rhKnobDrawn_gray -0.410242407149
SBJ10 L_Bank_STS rhKnobDrawn_gray 0.237303697167
SBJ11 L_Bank_STS rhKnobDrawn_gray 0.348641682568
SBJ12 L_Bank_STS rhKnobDrawn_gray -0.00216279022200005
SBJ13 L_Bank_STS rhKnobDrawn_gray -0.185993742152
SBJ14 L_Bank_STS rhKnobDrawn_gray -0.248925756229
SBJ15 L_Bank_STS rhKnobDrawn_gray -0.038600145427
SBJ16 L_Bank_STS rhKnobDrawn_gray -0.328505782111
SBJ17 L_Bank_STS rhKnobDrawn_gray -0.060428149666
SBJ01 L_Fusiform rhKnobDrawn_gray -0.061721752748
SBJ02 L_Fusiform rhKnobDrawn_gray 0.184334754478
SBJ03 L_Fusiform rhKnobDrawn_gray -0.141876229753
SBJ04 L_Fusiform rhKnobDrawn_gray -0.039594560768
SBJ05 L_Fusiform rhKnobDrawn_gray 0.250778712752
SBJ06 L_Fusiform rhKnobDrawn_gray 0.00906028850200002
SBJ07 L_Fusiform rhKnobDrawn_gray 0.151574480845
SBJ09 L_Fusiform rhKnobDrawn_gray -0.178984339804
SBJ10 L_Fusiform rhKnobDrawn_gray 0.303424982652
SBJ11 L_Fusiform rhKnobDrawn_gray 0.126671197809
SBJ12 L_Fusiform rhKnobDrawn_gray 0.313413277215
SBJ13 L_Fusiform rhKnobDrawn_gray -0.024246519254
SBJ14 L_Fusiform rhKnobDrawn_gray 0.037075237585
SBJ15 L_Fusiform rhKnobDrawn_gray 0.052807267898
SBJ16 L_Fusiform rhKnobDrawn_gray -0.063785504387
SBJ17 L_Fusiform rhKnobDrawn_gray -0.099694198916
SBJ01 L_LatOccipital rhKnobDrawn_gray 0.127772885241
SBJ02 L_LatOccipital rhKnobDrawn_gray 0.142290954533
SBJ03 L_LatOccipital rhKnobDrawn_gray 0.077827854608
SBJ04 L_LatOccipital rhKnobDrawn_gray 0.412154911868
SBJ05 L_LatOccipital rhKnobDrawn_gray 0.160533838583
SBJ06 L_LatOccipital rhKnobDrawn_gray 0.506690489559
SBJ07 L_LatOccipital rhKnobDrawn_gray 0.564570437188
SBJ09 L_LatOccipital rhKnobDrawn_gray -0.289041438271
SBJ10 L_LatOccipital rhKnobDrawn_gray -0.063193227341
SBJ11 L_LatOccipital rhKnobDrawn_gray 0.20919037004
SBJ12 L_LatOccipital rhKnobDrawn_gray 0.015507402512
SBJ13 L_LatOccipital rhKnobDrawn_gray -0.225638333629
SBJ14 L_LatOccipital rhKnobDrawn_gray 0.21455225262
SBJ15 L_LatOccipital rhKnobDrawn_gray -0.063506152147
SBJ16 L_LatOccipital rhKnobDrawn_gray -0.133113063773
SBJ17 L_LatOccipital rhKnobDrawn_gray -0.072999014634
SBJ01 R_Amygdala rhKnobDrawn_gray -0.09575632858
SBJ02 R_Amygdala rhKnobDrawn_gray 0.099965950442
SBJ03 R_Amygdala rhKnobDrawn_gray 0.194489694596
SBJ04 R_Amygdala rhKnobDrawn_gray -0.213304667531
SBJ05 R_Amygdala rhKnobDrawn_gray 0.29722672682
SBJ06 R_Amygdala rhKnobDrawn_gray -0.362911156029
SBJ07 R_Amygdala rhKnobDrawn_gray 0.282580182173
SBJ09 R_Amygdala rhKnobDrawn_gray -0.071358353023
SBJ10 R_Amygdala rhKnobDrawn_gray 0.354598013417
SBJ11 R_Amygdala rhKnobDrawn_gray 0.579941182076
SBJ12 R_Amygdala rhKnobDrawn_gray 0.251932413005
SBJ13 R_Amygdala rhKnobDrawn_gray 0.151453586503
SBJ14 R_Amygdala rhKnobDrawn_gray 0.065090312444
SBJ15 R_Amygdala rhKnobDrawn_gray -0.063278119112
SBJ16 R_Amygdala rhKnobDrawn_gray -0.305523879947
SBJ17 R_Amygdala rhKnobDrawn_gray 0.088115266704
SBJ01 R_Fusiform rhKnobDrawn_gray -0.127809894306
SBJ02 R_Fusiform rhKnobDrawn_gray -0.042136593334
SBJ03 R_Fusiform rhKnobDrawn_gray -0.098511332087
SBJ04 R_Fusiform rhKnobDrawn_gray -0.07637073286
SBJ05 R_Fusiform rhKnobDrawn_gray 0.357161386706
SBJ06 R_Fusiform rhKnobDrawn_gray -0.099820546185
SBJ07 R_Fusiform rhKnobDrawn_gray -0.0777460047640001
SBJ09 R_Fusiform rhKnobDrawn_gray -0.208096946437
SBJ10 R_Fusiform rhKnobDrawn_gray 0.102075831773
SBJ11 R_Fusiform rhKnobDrawn_gray 0.237856062618
SBJ12 R_Fusiform rhKnobDrawn_gray -0.034608237447
SBJ13 R_Fusiform rhKnobDrawn_gray 0.063510470084
SBJ14 R_Fusiform rhKnobDrawn_gray 0.016818272899
SBJ15 R_Fusiform rhKnobDrawn_gray 0.051659278275
SBJ16 R_Fusiform rhKnobDrawn_gray 0.250571966913
SBJ17 R_Fusiform rhKnobDrawn_gray -0.169937344566
SBJ01 R_LatOccipital rhKnobDrawn_gray -0.046485699774
SBJ02 R_LatOccipital rhKnobDrawn_gray 0.013730049
SBJ03 R_LatOccipital rhKnobDrawn_gray -0.108787052495
SBJ04 R_LatOccipital rhKnobDrawn_gray 0.308930296879
SBJ05 R_LatOccipital rhKnobDrawn_gray 0.372763149817
SBJ06 R_LatOccipital rhKnobDrawn_gray 0.568432363029
SBJ07 R_LatOccipital rhKnobDrawn_gray 0.367117975981
SBJ09 R_LatOccipital rhKnobDrawn_gray -0.171942096804
SBJ10 R_LatOccipital rhKnobDrawn_gray -0.00525874108100001
SBJ11 R_LatOccipital rhKnobDrawn_gray 0.163136785869
SBJ12 R_LatOccipital rhKnobDrawn_gray -0.273188280233
SBJ13 R_LatOccipital rhKnobDrawn_gray -0.064624793482
SBJ14 R_LatOccipital rhKnobDrawn_gray 0.18790203496
SBJ15 R_LatOccipital rhKnobDrawn_gray 0.039322583172
SBJ16 R_LatOccipital rhKnobDrawn_gray -0.026461633578
SBJ17 R_LatOccipital rhKnobDrawn_gray -0.026140812377
SBJ01 rpSTS_gray9 rhKnobDrawn_gray 0.098545512796
SBJ02 rpSTS_gray9 rhKnobDrawn_gray 0.063827376891
SBJ03 rpSTS_gray9 rhKnobDrawn_gray 0.027858563426
SBJ04 rpSTS_gray9 rhKnobDrawn_gray 0.035253987202
SBJ05 rpSTS_gray9 rhKnobDrawn_gray -0.076394922253
SBJ06 rpSTS_gray9 rhKnobDrawn_gray -0.353427827682
SBJ07 rpSTS_gray9 rhKnobDrawn_gray -0.090954596028
SBJ09 rpSTS_gray9 rhKnobDrawn_gray -0.320706454655
SBJ10 rpSTS_gray9 rhKnobDrawn_gray 0.412440562319
SBJ11 rpSTS_gray9 rhKnobDrawn_gray 0.318207075164
SBJ12 rpSTS_gray9 rhKnobDrawn_gray 0.065764056746
SBJ13 rpSTS_gray9 rhKnobDrawn_gray 0.050601055271
SBJ14 rpSTS_gray9 rhKnobDrawn_gray -0.131827629519
SBJ15 rpSTS_gray9 rhKnobDrawn_gray 0.271863523395
SBJ16 rpSTS_gray9 rhKnobDrawn_gray -0.224701045902
SBJ17 rpSTS_gray9 rhKnobDrawn_gray -0.230564825205
